algorithm,category,N,B,variant,gpus,repeat_idx,n_kernels,n_memcpy,n_memset,n_cuda_events,model_seq_steps,model_fused_steps,outer_iters,kpi_table,kpi_census,ratio_census_over_model,wall_ms,top_kernels
periodogram,spectral,1024,2048,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,0,0,0,,,4659.54,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x abs_kernel_vectorized4_kernel | 1x void regular_fft_r2c<(unsigned int)1024, EPT<(unsigned int)1 | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, void  | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
periodogram,spectral,4096,2048,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,0,0,0,,,4737.69,"1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void regular_fft_r2c<(unsigned int)4096, EPT<(unsigned int)1 | 1x void at::native::vectorized_elementwise_kernel<(int)4, void  | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
periodogram,spectral,16384,1024,default,RTX 4090,0,7,0,0,7,0,0,0,0,,,4792.47,"1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void vector_fft<(unsigned int)8192, EPT<(unsigned int)32>, ( | 1x void at::native::vectorized_elementwise_kernel<(int)4, void "
periodogram,spectral,16384,2048,default,A100 SXM4,0,7,0,0,7,0,0,0,0,,,4810.35,"1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void vector_fft<(unsigned int)8192, EPT<(unsigned int)32>, ( | 1x void at::native::vectorized_elementwise_kernel<(int)4, void "
welch,spectral,256,2048,default,A100 SXM4+RTX 4090,0,7,0,0,7,0,0,0,0,,,4969.20,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::reduce_kernel<(int)128, (int)4, at::native: | 1x abs_kernel_vectorized4_kernel | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8> | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, void "
welch,spectral,1024,2048,default,A100 SXM4+RTX 4090,0,7,0,0,7,0,0,0,0,,,4855.13,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8> | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::reduce_kernel<(int)128, (int)4, at::native: | 1x void at::native::vectorized_elementwise_kernel<(int)4, void "
welch,spectral,4096,2048,default,A100 SXM4+RTX 4090,0,7,0,0,7,0,0,0,0,,,5185.56,"1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8> | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::vectorized_elementwise_kernel<(int)4, void  | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::reduce_kernel<(int)128, (int)4, at::native:"
welch,spectral,16384,512,default,RTX 4090,0,7,0,0,7,0,0,0,0,,,4816.43,"1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8> | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::vectorized_elementwise_kernel<(int)4, void  | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::reduce_kernel<(int)128, (int)4, at::native:"
welch,spectral,16384,1024,default,A100 SXM4,0,7,0,0,7,0,0,0,0,,,4861.55,"1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8> | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::vectorized_elementwise_kernel<(int)4, void  | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::reduce_kernel<(int)128, (int)4, at::native:"
dct,transform,256,2048,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,0,0,0,,,4761.96,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8> | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::CatArrayBatchedCopy<at::native:: | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::index_elementwise_kernel<(int)128, (int)4, "
dct,transform,1024,2048,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,0,0,0,,,5222.20,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void regular_fft_r2c<(unsigned int)1024, EPT<(unsigned int)1 | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::CatArrayBatchedCopy<at::native:: | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::index_elementwise_kernel<(int)128, (int)4, "
dct,transform,4096,2048,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,0,0,0,,,4847.81,"1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void regular_fft_r2c<(unsigned int)4096, EPT<(unsigned int)1 | 1x void at::native::<unnamed>::CatArrayBatchedCopy<at::native:: | 1x void at::native::index_elementwise_kernel<(int)128, (int)4, "
dct,transform,16384,1024,default,RTX 4090,0,7,0,0,7,0,0,0,0,,,4797.80,"1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::CatArrayBatchedCopy<at::native:: | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void vector_fft<(unsigned int)8192, EPT<(unsigned int)32>, ( | 1x void at::native::index_elementwise_kernel<(int)128, (int)4, "
dct,transform,16384,2048,default,A100 SXM4,0,7,0,0,7,0,0,0,0,,,4971.24,"1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::CatArrayBatchedCopy<at::native:: | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void vector_fft<(unsigned int)8192, EPT<(unsigned int)32>, ( | 1x void at::native::index_elementwise_kernel<(int)128, (int)4, "
direct_dft,transform,256,512,default,A100 SXM4+RTX 4090,0,1,0,1,2,0,0,0,0,,,4964.89,1x ampere_cgemm_32x64_nn
direct_dft,transform,512,512,default,A100 SXM4+RTX 4090,0,1,0,0,1,0,0,0,0,,,4884.00,1x ampere_cgemm_64x32_nn
direct_dft,transform,1024,512,default,A100 SXM4+RTX 4090,0,1,0,1,2,0,0,0,0,,,4953.90,1x ampere_cgemm_64x32_nn
direct_dft,transform,2048,512,default,A100 SXM4+RTX 4090,0,1,0,1,2,0,0,0,0,,,4889.82,1x ampere_cgemm_64x32_nn
dst,transform,256,2048,default,A100 SXM4+RTX 4090,0,9,0,0,9,0,0,0,0,,,4915.78,"2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void regular_bluestein_fft<(unsigned int)625, EPT<(unsigned  | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void at::native::index_elementwise_kernel<(int)128, (int)4,  | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
dst,transform,1024,2048,default,A100 SXM4+RTX 4090,0,10,0,0,10,0,0,0,0,,,4783.37,"2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void prime_fft_factor<(unsigned int)41, EPT<(unsigned int)2> | 1x void regular_fft_factor<(unsigned int)25, EPT<(unsigned int) | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::index_elementwise_kernel<(int)128, (int)4, "
dst,transform,4096,1024,default,A100 SXM4+RTX 4090,0,14,0,0,14,0,0,0,0,,,4807.87,"2x void multi_bluestein_fft<(unsigned int)27, EPT<(unsigned int | 2x void multi_bluestein_fft<(unsigned int)64, EPT<(unsigned int | 2x void multi_bluestein_fft<(unsigned int)5, EPT<(unsigned int) | 2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
dst,transform,16384,512,default,A100 SXM4+RTX 4090,0,11,0,0,11,0,0,0,0,,,4723.10,"2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void prime_fft_factor<(unsigned int)113, EPT<(unsigned int)2 | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void prime_fft_factor<(unsigned int)29, EPT<(unsigned int)2> | 1x void regular_fft_factor<(unsigned int)5, EPT<(unsigned int)5 | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::index_elementwise_kernel<(int)128, (int)4, "
dwt_db4,transform,256,2048,default,RTX 4090,0,2,0,0,2,0,0,0,0,,,4739.99,"2x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
dwt_db4,transform,1024,2048,default,RTX 4090,0,2,0,0,2,0,0,0,0,,,4700.96,"2x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
dwt_db4,transform,4096,2048,default,RTX 4090,0,2,0,0,2,0,0,0,0,,,5093.13,"2x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
dwt_db4,transform,16384,2048,default,RTX 4090,0,2,0,0,2,0,0,0,0,,,4889.68,"2x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
dwt_haar,transform,256,2048,default,RTX 4090,0,2,0,0,2,0,0,0,0,,,4777.43,"2x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
dwt_haar,transform,1024,2048,default,RTX 4090,0,2,0,0,2,0,0,0,0,,,4747.84,"2x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
dwt_haar,transform,4096,2048,default,RTX 4090,0,2,0,0,2,0,0,0,0,,,4797.31,"2x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
dwt_haar,transform,16384,2048,default,RTX 4090,0,2,0,0,2,0,0,0,0,,,4854.99,"2x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
hilbert,transform,256,2048,default,A100 SXM4+RTX 4090,0,5,0,0,5,0,0,0,0,,,4803.88,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::elementwise_kernel<(int)128, (int)4, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void vector_fft<(unsigned int)256, EPT<(unsigned int)16>, (u | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8>"
hilbert,transform,1024,2048,default,A100 SXM4+RTX 4090,0,5,0,0,5,0,0,0,0,,,4767.85,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)4, void a | 1x void vector_fft<(unsigned int)1024, EPT<(unsigned int)16>, ( | 1x void regular_fft_r2c<(unsigned int)1024, EPT<(unsigned int)1"
hilbert,transform,4096,2048,default,A100 SXM4+RTX 4090,0,5,0,0,5,0,0,0,0,,,5019.66,"1x void vector_fft<(unsigned int)4096, EPT<(unsigned int)16>, ( | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)4, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void regular_fft_r2c<(unsigned int)4096, EPT<(unsigned int)1"
hilbert,transform,16384,512,default,RTX 4090,0,6,0,0,6,0,0,0,0,,,4883.71,"1x void vector_fft<(unsigned int)16384, EPT<(unsigned int)16>,  | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)4, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void vector_fft<(unsigned int)8192, EPT<(unsigned int)32>, ( | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi"
hilbert,transform,16384,1024,default,A100 SXM4,0,6,0,0,6,0,0,0,0,,,4833.57,"1x void vector_fft<(unsigned int)16384, EPT<(unsigned int)16>,  | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)4, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void vector_fft<(unsigned int)8192, EPT<(unsigned int)32>, ("
stft,transform,256,2048,default,A100 SXM4+RTX 4090,0,3,0,0,3,0,0,0,0,,,4799.83,"1x void vector_fft_symm_r2c<(unsigned int)256, EPT<(unsigned in | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::reflection_pad1d_out_kernel<floa"
stft,transform,1024,2048,default,A100 SXM4+RTX 4090,0,3,0,0,3,0,0,0,0,,,4833.95,"1x void vector_fft_symm_r2c<(unsigned int)256, EPT<(unsigned in | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::reflection_pad1d_out_kernel<floa"
stft,transform,4096,2048,default,A100 SXM4+RTX 4090,0,3,0,0,3,0,0,0,0,,,4955.28,"1x void vector_fft_symm_r2c<(unsigned int)256, EPT<(unsigned in | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::reflection_pad1d_out_kernel<floa"
stft,transform,16384,1024,default,RTX 4090,0,3,0,0,3,0,0,0,0,,,4987.47,"1x void vector_fft_symm_r2c<(unsigned int)256, EPT<(unsigned in | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::reflection_pad1d_out_kernel<floa"
stft,transform,16384,2048,default,A100 SXM4,0,3,0,0,3,0,0,0,0,,,5096.63,"1x void vector_fft_symm_r2c<(unsigned int)256, EPT<(unsigned in | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::<unnamed>::reflection_pad1d_out_kernel<floa"
